variable,field,Y2000,Y2010,district
Total Housing Units,"Households with one or more persons 65 years and over_Male householder, no wife present",66639,67306,7
Housing Units,"Householder Age - Households with one or more persons 65 years and over_Male householder, no wife present",62054,62335,7
Housing Units,"Renter occupied_Male householder, no wife present",56096,53218,7
Housing Units,"Owner occupied_Male householder, no wife present",5958,9117,7
Housing Units,Owner occupied_1  person household,22007,21858,7
Housing Units,Owner occupied_2  person household,15511,17258,7
Housing Units,Owner occupied_3  person household,9494,9675,7
Housing Units,Owner occupied_4  person household,6756,6522,7
Housing Units,Owner occupied_5 persons and over,8286,7022,7
Housing Units,Householder Age - Owner occupied_15 to 24 years,2669,2610,7
Housing Units,Householder Age - Owner occupied_25 to 44 years,26559,23734,7
Housing Units,Householder Age - Owner occupied_45 to 64 years,19862,23065,7
Housing Units,Householder Age - Owner occupied_65 years and over,12964,12926,7
Population,White Nonhispanic,23879,32192,8
Population,Black Nonhispanic,41715,36359,8
Population,Asian and Pacific Islander Nonhispanic,5278,9406,8
Population,Other Nonhispanic,923,859,8
Population,Two or More Races Nonhispanic,2833,2509,8
Population,Hispanic Origin,86356,81281,8
Population,Female,85068,87402,8
Population,Male,75916,75204,8
Population,Under 5 years,10736,9724,8
Population,5 to 9 years,12254,9118,8
Population,10 to 14 years,11689,9376,8
Population,15 to 19 years,11300,11496,8
Population,20 to 24 years,13252,14436,8
Population,25 to 44 years,51862,50245,8
Population,45 to 64 years,31731,37003,8
Population,65 years and over,18160,21208,8
Population,18 years and over,119723,127727,8
Population,In households,153521,155472,8
Population,In households_In family households,118937,116755,8
Population,In households_In family households_Householder,34278,35018,8
Population,In households_In family households_Spouse,13989,14565,8
Population,In households_In family households_Own child under 18 years,31455,27232,8
Population,In households_In family households_Other relatives,33563,35363,8
Population,In households_In family households_Nonrelatives,5652,4577,8
Population,In households_In nonfamily households,34584,38717,8
Population,In households_In nonfamily households_Householder,27420,30540,8
Population,In households_In nonfamily households_Householder 65 years and over living alone,7008,8048,8
Population,In households_In nonfamily households_Nonrelatives,7164,8177,8
Population,In group quarters_In nonfamily households,7463,7134,8
Households,In group quarters_In nonfamily households,61698,65558,8
Households,Family households_In nonfamily households,34278,35018,8
Households,Family households_Married-couple family,13989,14565,8
Households,Family households_Married-couple family_With related children under 18 years,7292,7116,8
Households,"Family households_Female householder, no husband present",17106,16835,8
Households,"Family households_Female householder, no husband present_With related children under 18 years",11793,10115,8
Households,"Family households_Male householder, no wife present",3183,3618,8
Households,"Family households_Male householder, no wife present_With related children under 18 years",1470,1545,8
Households,"Nonfamily households_Male householder, no wife present",27420,30540,8
Households,"Households with one or more persons 65 years and over_Male householder, no wife present",14124,16565,8
Persons Per Family,"Households with one or more persons 65 years and over_Male householder, no wife present",3.3048894334558607,3.20343823176652,8
Persons Per Household,"Households with one or more persons 65 years and over_Male householder, no wife present",2.488265421893741,2.3715183501632144,8
Total Housing Units,"Households with one or more persons 65 years and over_Male householder, no wife present",65239,69795,8
Housing Units,"Householder Age - Households with one or more persons 65 years and over_Male householder, no wife present",61698,65558,8
Housing Units,"Renter occupied_Male householder, no wife present",56251,58747,8
Housing Units,"Owner occupied_Male householder, no wife present",5447,6811,8
Housing Units,Owner occupied_1  person household,22313,24434,8
Housing Units,Owner occupied_2  person household,15874,18077,8
Housing Units,Owner occupied_3  person household,9662,9990,8
Housing Units,Owner occupied_4  person household,6526,6542,8
Housing Units,Owner occupied_5 persons and over,7323,6515,8
Housing Units,Householder Age - Owner occupied_15 to 24 years,2835,2819,8
Housing Units,Householder Age - Owner occupied_25 to 44 years,25779,24444,8
Housing Units,Householder Age - Owner occupied_45 to 64 years,20404,23376,8
Housing Units,Householder Age - Owner occupied_65 years and over,12680,14919,8
Population,White Nonhispanic,29903,39540,9
Population,Black Nonhispanic,89390,78039,9
Population,Asian and Pacific Islander Nonhispanic,6396,9469,9
Population,Other Nonhispanic,887,977,9
Population,Two or More Races Nonhispanic,3607,3939,9
Population,Hispanic Origin,24753,32459,9
Population,Female,83217,89071,9
Population,Male,71719,75352,9
Population,Under 5 years,9596,8944,9
Population,5 to 9 years,10549,8136,9
Population,10 to 14 years,9698,8230,9
Population,15 to 19 years,11213,12147,9
Population,20 to 24 years,14285,17989,9
Population,25 to 44 years,51133,52545,9
Population,45 to 64 years,31275,38322,9
Population,65 years and over,17187,18110,9
Population,18 years and over,120042,133504,9
Population,In households,142011,149158,9
Population,In households_In family households,100871,103753,9
Population,In households_In family households_Householder,31625,33213,9
Population,In households_In family households_Spouse,13106,14595,9
Population,In households_In family households_Own child under 18 years,27684,25114,9
Population,In households_In family households_Other relatives,24655,27326,9
Population,In households_In family households_Nonrelatives,3801,3505,9
Population,In households_In nonfamily households,41140,45405,9
Population,In households_In nonfamily households_Householder,33787,35723,9
Population,In households_In nonfamily households_Householder 65 years and over living alone,8022,7694,9
Population,In households_In nonfamily households_Nonrelatives,7353,9682,9
Population,In group quarters_In nonfamily households,12925,15265,9
Households,In group quarters_In nonfamily households,65412,68936,9
Households,Family households_In nonfamily households,31625,33213,9
Households,Family households_Married-couple family,13106,14595,9
Households,Family households_Married-couple family_With related children under 18 years,6329,6871,9
Households,"Family households_Female householder, no husband present",15471,15268,9
Households,"Family households_Female householder, no husband present_With related children under 18 years",10906,9281,9
Households,"Family households_Male householder, no wife present",3048,3350,9
Households,"Family households_Male householder, no wife present_With related children under 18 years",1460,1541,9
Households,"Nonfamily households_Male householder, no wife present",33787,35723,9
Households,"Households with one or more persons 65 years and over_Male householder, no wife present",14263,14920,9
Persons Per Family,"Households with one or more persons 65 years and over_Male householder, no wife present",3.0694071146245054,3.0183361936591093,9
Persons Per Household,"Households with one or more persons 65 years and over_Male householder, no wife present",2.171023665382499,2.163717070906348,9
Total Housing Units,"Households with one or more persons 65 years and over_Male householder, no wife present",73298,76010,9
Housing Units,"Householder Age - Households with one or more persons 65 years and over_Male householder, no wife present",65412,68936,9
Housing Units,"Renter occupied_Male householder, no wife present",58211,58148,9
